UNIT_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS_GOOD,TENIS_FAIR,TENIS_POOR,BSKTB_GOOD,BSKTB_FAIR,BSKTB_POOR,BASEB_GOOD,BASEB_FAIR,BASEB_POOR,Soccer_GOO,Soccer_FAI,Soccer_POO,MPFLD_GOOD,MPFLD_FAIR,MPFLD_POOR,FITZN_GOOD,FITZN_FAIR,FITZN_POOR,SK8PK_GOOD,SK8PK_FAIR,SK8PK_POOR,PCNIC_GOOD,PCNIC_FAIR,PCNIC_POOR,PLGND_GOOD,PLGND_FAIR,PLGND_POOR,POOLS_GOOD,POOLS_FAIR,POOLS_POOR,SPPAD_GOOD,SPPAD_FAIR,SPPAD_POOR,DGPRK_GOOD,DGPRK_FAIR,DGPRK_POOR,GYMNA_GOOD,GYMNA_FAIR,GYMNA_POOR,COMCT_GOOD,COMCT_FAIR,COMCT_POOR,SNRCT_GOOD,SNRCT_FAIR,SNRCT_POOR,RSTRM_GOOD,RSTRM_FAIR,RSTRM_POOR,CPAD_LAYER,LAT_DD,LON_DD,UnitID_2,TYPE,Shape_area,Shape_len
"46,498",Scout Park,Scout Park,Open Access,0.004,0.00376656,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.86578765,-118.3887707,"46,498",Regional Open Space,164.0708435,60.73905282
"46,347",Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,0.009,0.00921024,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.09726849,-118.5036513,"46,347",Natural Areas,401.1963111,100.2082645
"46,502",Third Street & Prospect Avenue Park,Third Street & Prospect Avenue Park,Open Access,0.012,0.0120022,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.85817338,-118.3858699,"46,502",Regional Open Space,522.81378,132.7052254
"45,791",Crescent Place Triangle,Crescent Place Triangle,Open Access,0.016,0.01622558,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.99130528,-118.4610462,"45,791",Regional Open Space,706.7832651,94.25203719
"7,201",Compton Creek & Bike Path,Compton Creek & Bike Path,Open Access,0.02,0.02014276,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Los Angeles - Flood Control District, County of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,33.89601157,-118.2361776,"7,201",Regional Open Space,877.415074,136.7624506
"12,414",Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.022,0.02221527,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.12841496,-118.6550022,"12,414",Natural Areas,967.6932143,134.4871944
"12,424",Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.026,0.02600588,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.16761552,-118.7506344,"12,424",Natural Areas,"1,132.81164",138.7317417
"12,821",Los Angeles City Water Resource Parkland,Los Angeles City Water Resource Parkland,No Public Access,0.027,0.02682526,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.11874174,-118.392682,"12,821",Natural Areas,"1,168.503759",141.1441933
"45,809",Marco Place Parkway,Marco Place Parkway,Open Access,0.027,0.02746086,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.9921875,-118.4596583,"45,809",Regional Open Space,"1,196.190416",139.8101353
"45,786",Amoroso Triangle,Amoroso Triangle,Open Access,0.028,0.02750214,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.99187805,-118.4590159,"45,786",Regional Open Space,"1,197.988632",139.9190921
"45,814",Nowita Triangle,Nowita Triangle,Open Access,0.028,0.027535,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.99280623,-118.4609432,"45,814",Regional Open Space,"1,199.4197",139.9714832
"12,421",Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.034,0.03403979,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.13973021,-118.6306504,"12,421",Natural Areas,"1,482.767235",160.7047897
"45,810",Marco Triangle,Marco Triangle,Open Access,0.034,0.03368317,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.9915148,-118.4601284,"45,810",Regional Open Space,"1,467.23313",191.918424
"46,153",Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,0.034,0.03443092,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.23502013,-118.3202297,"46,153",Natural Areas,"1,499.805063",169.9879952
"46,460",Verdugo Mountains Open Space Preserve,Verdugo Mtns. OSP,Open Access,0.037,0.03726434,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.20477123,-118.2397246,"46,460",Natural Areas,"1,623.228374",181.3543807
"12,510",Mountains Restoration Trust Parkland,Mtns. Restoration Trust Parkland,No Public Access,0.038,0.0379242,Mountains Restoration Trust,Non Profit,Non Profit - Conservation,http://www.mountainstrust.org/,Mountains Restoration Trust,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non Governmental Organization,34.10059916,-118.6217024,"12,510",Natural Areas,"1,651.971728",164.7469764
"46,529",Dutcher Tot Lot,Dutcher Tot Lot,Open Access,0.039,0.03922541,"Montebello, City of",City,City Agency,http://www.cityofmontebello.com/depts/parks/default.asp,"Montebello, City of",Park Node,Park < 5 Acres,true,true,true,Poor,Present - Poor,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.02625713,-118.1301128,"46,529",Local Park,"1,708.65181",165.2252896
"6,396",Oak Forest West Access,Oak Forest West Access,Open Access,0.041,0.04095138,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.13906284,-118.445712,"6,396",Regional Open Space,"1,783.834841",413.6897201
"46,091",Santa Monica Mountains National Recreation Area,Santa Monica Mtns. NRA,Open Access,0.041,0.04137996,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other State,34.11432292,-118.5777216,"46,091",Natural Areas,"1,802.503671",201.7673515
"12,515",Mountains Restoration Trust Parkland,Mtns. Restoration Trust Parkland,No Public Access,0.042,0.04214835,Mountains Restoration Trust,Non Profit,Non Profit - Conservation,http://www.mountainstrust.org/,Mountains Restoration Trust,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non Governmental Organization,34.10160018,-118.6215371,"12,515",Natural Areas,"1,835.974651",176.0686302
"45,741",Aliso Triangle,Aliso Triangle,Open Access,0.043,0.04285291,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.05232583,-118.2226705,"45,741",Regional Open Space,"1,866.665436",199.1340572
"45,802",Gateway Triangle,Gateway Triangle,Open Access,0.043,0.04317709,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.07996762,-118.4227436,"45,802",Regional Open Space,"1,880.78669",230.0572897
"46,273",Compass Park,Compass Tree Park,Open Access,0.044,0.04379248,"Burbank, City of",City,City Agency,http://burbankca.gov/departments/park-recreation-and-community-services/parks-facilities,"Burbank, City of",Park Node,Park < 5 Acres,true,true,true,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.17160937,-118.3091735,"46,273",Local Park,"1,907.592582",214.5639586
"6,885",Unnamed site - Mountains Recreation and Conservation Authority,,Open Access,0.045,0.04547941,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.107501,-118.3722302,"6,885",Natural Areas,"1,981.075148",212.0870653
"12,423",Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.049,0.04934203,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.13337992,-118.6741501,"12,423",Natural Areas,"2,149.33029",188.263056
"12,650",Sierra Madre City Parkland,Sierra Madre City Parkland,Open Access,0.049,0.04948029,"Sierra Madre, City of",City,City Agency,http://www.cityofsierramadre.com/parks,"Sierra Madre, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.17263717,-118.0419257,"12,650",Natural Areas,"2,155.352975",201.8182451
"12,854",MRCA Parkland,MRCA Parkland,Open Access,0.05,0.04988338,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.28019222,-118.5917625,"12,854",Regional Open Space,"2,172.911436",217.6428723
"5,165",Maxella Parkette,Maxella Parkette,Open Access,0.051,0.05117192,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.99145033,-118.4316153,"5,165",Regional Open Space,"2,229.040089",225.2569805
"6,104",Ocean View Parkette,Ocean View Parkette,Open Access,0.051,0.05113036,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.8573565,-118.389849,"6,104",Regional Open Space,"2,227.229387",231.6574096
"6,353",Chautauqua Blvd Access to Will RogersState Historic Preserve,Chautauqua Blvd Access to Will RogersState Historic Preserve,No Public Access,0.054,0.05360062,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.05168095,-118.5177573,"6,353",Natural Areas,"2,334.833883",324.8455046
"46,154",Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,0.054,0.05405661,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.27975822,-118.5928096,"46,154",Natural Areas,"2,354.696707",198.2296943
"6,925",Egret Park,Egret Park,No Public Access,0.055,0.05513822,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Park Node,Park < 5 Acres,true,true,true,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.08419639,-118.2284029,"6,925",Local Park,"2,401.811383",329.1618805
"46,596",Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,0.056,0.055652,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.11483852,-118.5746769,"46,596",Natural Areas,"2,424.191543",297.0047488
"7,127",Beverly Glen East Open Space,Beverly Glen East OS,Open Access,0.057,0.05728356,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.10372889,-118.4432975,"7,127",Natural Areas,"2,495.262043",222.9529977
"6,391",Unnamed site - Mountains Recreation and Conservation Authority,,Open Access,0.059,0.05909518,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.09316712,-118.4387314,"6,391",Natural Areas,"2,574.175619",295.2097906
"18,875",Gramercy Park,Gramercy Park,Open Access,0.059,0.05892761,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.03392003,-118.3124031,"18,875",Regional Open Space,"2,566.876504",200.5650596
"7,128",Unnamed site - Mountains Recreation and Conservation Authority,,Open Access,0.06,0.05969808,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.10259179,-118.4432502,"7,128",Natural Areas,"2,600.437905",260.014744
"35,830",Torrance holding 6,Torrance holding 6,Open Access,0.06,0.06035865,"Torrance, City of",City,City Agency,http://www.torranceca.gov/,"Torrance, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.8273811,-118.3727512,"35,830",Natural Areas,"2,629.212271",259.4362518
"46,642",Rosewood Gardens Park,Rosewood Gardens Park,Open Access,0.06,0.06013606,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.08039635,-118.361323,"46,642",Regional Open Space,"2,619.516493",232.9640705
"7,148",City of Glendale Verdugo Mountains Open Space,City of Glendale Verdugo Mtns. OS,Open Access,0.063,0.0627014,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.17806682,-118.2645012,"7,148",Natural Areas,"2,731.261864",226.6107697
"45,766",Valencia Triangle,Valencia Triangle,Open Access,0.063,0.06295263,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.0514475,-118.2706605,"45,766",Regional Open Space,"2,742.205389",255.6774132
"6,895",Cahuenga Pass MRCA Open Space,Cahuenga Pass MRCA OS,Open Access,0.064,0.0636604,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.12017239,-118.3445605,"6,895",Natural Areas,"2,773.03582",241.9273338
"1,478",Hartland Mini Park,Hartland Mini Park,Open Access,0.066,0.06598613,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,34.19478252,-118.4308371,"1,478",Regional Open Space,"2,874.344491",327.4217193
"46,306",Van Ruiten/Birkhall Pocket Park,Van Ruiten/Birkhall Pocket Park,Open Access,0.066,0.06605384,"Bellflower, City of",City,City Agency,https://www.bellflower.org/home/index.asp?page=132,"Bellflower, City of",Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.90510088,-118.1396503,"46,306",Regional Open Space,"2,877.293695",267.835384
"46,504",Kay Etow Parkette,Kay Etow Parkette,Open Access,0.067,0.06675585,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Park Node,Park < 5 Acres,true,true,true,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City,33.85320212,-118.3958804,"46,504",Local Park,"2,907.873083",223.7613891
"12,507",Mountains Restoration Trust Parkland,Mtns. Restoration Trust Parkland,No Public Access,0.069,0.06891755,Mountains Restoration Trust,Non Profit,Non Profit - Conservation,http://www.mountainstrust.org/,Mountains Restoration Trust,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non Governmental Organization,34.10070479,-118.6214667,"12,507",Natural Areas,"3,002.036466",239.59881
"46,100",Unnamed site - Mountains Recreation and Conservation Authority,,No Public Access,0.069,0.06865393,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.27937054,-118.5927823,"46,100",Natural Areas,"2,990.553103",229.9845654
"46,361",Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,0.069,0.0693311,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,false,false,false,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special District,34.10686045,-118.375095,"46,361",Natural Areas,"3,020.050709",261.342359
